Protein IDs	Itaru contami list	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides CAPD3_4	Peptides CAPD3_5	Peptides CAPH_1	Peptides CAPH_2	Peptides SCC1_2	Peptides SCC1_3	Peptides SCC1_4	Peptides SMC2_1	Peptides SMC2_4	Peptides SMC5_1	Peptides SMC5_3	Razor + unique peptides CAPD3_4	Razor + unique peptides CAPD3_5	Razor + unique peptides CAPH_1	Razor + unique peptides CAPH_2	Razor + unique peptides SCC1_2	Razor + unique peptides SCC1_3	Razor + unique peptides SCC1_4	Razor + unique peptides SMC2_1	Razor + unique peptides SMC2_4	Razor + unique peptides SMC5_1	Razor + unique peptides SMC5_3	Unique peptides CAPD3_4	Unique peptides CAPD3_5	Unique peptides CAPH_1	Unique peptides CAPH_2	Unique peptides SCC1_2	Unique peptides SCC1_3	Unique peptides SCC1_4	Unique peptides SMC2_1	Unique peptides SMC2_4	Unique peptides SMC5_1	Unique peptides SMC5_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Experiment CAPD3_4	Experiment CAPD3_5	Experiment CAPH_1	Experiment CAPH_2	Experiment SCC1_2	Experiment SCC1_3	Experiment SCC1_4	Experiment SMC2_1	Experiment SMC2_4	Experiment SMC5_1	Experiment SMC5_3	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L CAPD3_4	Ratio H/L normalized CAPD3_4	Ratio H/L variability [%] CAPD3_4	Ratio H/L count CAPD3_4	Ratio H/L CAPD3_5	Ratio H/L normalized CAPD3_5	Ratio H/L variability [%] CAPD3_5	Ratio H/L count CAPD3_5	Ratio H/L CAPH_1	Ratio H/L normalized CAPH_1	Ratio H/L variability [%] CAPH_1	Ratio H/L count CAPH_1	Ratio H/L CAPH_2	Ratio H/L normalized CAPH_2	Ratio H/L variability [%] CAPH_2	Ratio H/L count CAPH_2	Ratio H/L SCC1_2	Ratio H/L normalized SCC1_2	Ratio H/L variability [%] SCC1_2	Ratio H/L count SCC1_2	Ratio H/L SCC1_3	Ratio H/L normalized SCC1_3	Ratio H/L variability [%] SCC1_3	Ratio H/L count SCC1_3	Ratio H/L SCC1_4	Ratio H/L normalized SCC1_4	Ratio H/L variability [%] SCC1_4	Ratio H/L count SCC1_4	Ratio H/L SMC2_1	Ratio H/L normalized SMC2_1	Ratio H/L variability [%] SMC2_1	Ratio H/L count SMC2_1	Ratio H/L SMC2_4	Ratio H/L normalized SMC2_4	Ratio H/L variability [%] SMC2_4	Ratio H/L count SMC2_4	Ratio H/L SMC5_1	Ratio H/L normalized SMC5_1	Ratio H/L variability [%] SMC5_1	Ratio H/L count SMC5_1	Ratio H/L SMC5_3	Ratio H/L normalized SMC5_3	Ratio H/L variability [%] SMC5_3	Ratio H/L count SMC5_3	Sequence coverage CAPD3_4 [%]	Sequence coverage CAPD3_5 [%]	Sequence coverage CAPH_1 [%]	Sequence coverage CAPH_2 [%]	Sequence coverage SCC1_2 [%]	Sequence coverage SCC1_3 [%]	Sequence coverage SCC1_4 [%]	Sequence coverage SMC2_1 [%]	Sequence coverage SMC2_4 [%]	Sequence coverage SMC5_1 [%]	Sequence coverage SMC5_3 [%]	Intensity	Intensity L	Intensity H	Intensity CAPD3_4	Intensity L CAPD3_4	Intensity H CAPD3_4	Intensity CAPD3_5	Intensity L CAPD3_5	Intensity H CAPD3_5	Intensity CAPH_1	Intensity L CAPH_1	Intensity H CAPH_1	Intensity CAPH_2	Intensity L CAPH_2	Intensity H CAPH_2	Intensity SCC1_2	Intensity L SCC1_2	Intensity H SCC1_2	Intensity SCC1_3	Intensity L SCC1_3	Intensity H SCC1_3	Intensity SCC1_4	Intensity L SCC1_4	Intensity H SCC1_4	Intensity SMC2_1	Intensity L SMC2_1	Intensity H SMC2_1	Intensity SMC2_4	Intensity L SMC2_4	Intensity H SMC2_4	Intensity SMC5_1	Intensity L SMC5_1	Intensity H SMC5_1	Intensity SMC5_3	Intensity L SMC5_3	Intensity H SMC5_3
Q90734	+	Q90734	29	13	4	Alpha-actinin-4	ACTN4	>sp|Q90734|ACTN4_CHICK Alpha-actinin-4 OS=Gallus gallus GN=ACTN4 PE=1 SV=1	1	29	13	4	12	14	7	7	2	17	3	9	7	5	11	5	6	1	0	0	6	1	1	3	1	4	1	2	1	0	0	1	0	0	1	0	2	35.8	18.7	6.6	104.21	904	904	6	6	1			7	1	1	3	1	6	0	0.48311	0.72483	55.615	22	0.23678	0.28058	27.962	2	0.33728	0.34763	20.812	4	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.54712	0.90656	41.511	7	NA	NA	NA	1	NA	NA	NA	1	0.6735	0.53565	39.551	2	NA	NA	NA	1	0.41594	0.65331	20.633	4	15.3	17.4	9.5	9.7	2.8	21.8	3.7	9.7	9.7	6.4	15.3	574370000	403870000	170500000	79585000	67238000	12346000	162280000	116510000	45775000	20753000	20753000	0	0	0	0	0	0	0	62564000	39018000	23547000	23064000	10393000	12671000	1960000	976380	983630	79777000	49616000	30160000	4349700	2736400	1613300	140030000	96630000	43403000
Q90705	+	Q90705	81	1	1	Elongation factor 2	EEF2	>sp|Q90705|EF2_CHICK Elongation factor 2 OS=Gallus gallus GN=EEF2 PE=1 SV=3	1	81	1	1	28	29	41	44	1	33	30	55	35	17	43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	81.9	1.2	1.2	95.377	858	858						1						0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	37.8	39.5	52.6	60.7	0.9	47.9	41.7	72.5	46.5	29.5	54.2	1358400	1312500	45885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358400	1312500	45885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q90679	+	Q90679	26	26	26	Thymocyte nuclear protein 1	THYN1	>sp|Q90679|THYN1_CHICK Thymocyte nuclear protein 1 OS=Gallus gallus GN=THYN1 PE=1 SV=1	1	26	26	26	9	6	20	12	5	9	9	13	10	8	13	9	6	20	12	5	9	9	13	10	8	13	9	6	20	12	5	9	9	13	10	8	13	75.6	75.6	75.6	27.966	242	242	17	12	45	39	18	21	15	20	17	12	24	0	1.1535	1.2422	55.875	200	0.9621	1.1655	31.224	12	0.93373	1.0177	17.494	9	1.8706	1.6577	28.598	37	1.1628	1.1884	15.443	25	2.1305	3.7418	8.9948	16	1.492	2.6746	16.526	21	1.7981	2.1107	19.599	14	0.8366	1.0815	14.089	20	0.65033	0.47024	17.977	12	0.78611	1.0333	8.942	12	0.39616	0.66284	14.827	22	37.2	27.7	63.6	49.2	22.7	41.3	37.2	57.4	39.3	43.8	55.8	22343000000	10744000000	11599000000	1212000000	642850000	569170000	1277000000	611560000	665460000	7450900000	2634900000	4816100000	1799200000	791090000	1008100000	60093000	19426000	40667000	280480000	109640000	170830000	3196300000	1183200000	2013100000	159080000	81550000	77527000	2413800000	1483000000	930770000	53589000	28931000	24658000	4440300000	3157400000	1282900000
Q90593	+	Q90593	59	56	56	78 kDa glucose-regulated protein	HSPA5	>sp|Q90593|GRP78_CHICK 78 kDa glucose-regulated protein OS=Gallus gallus GN=HSPA5 PE=1 SV=1	1	59	56	56	23	23	39	34	4	15	20	30	22	18	30	21	21	37	32	3	13	19	29	20	15	29	21	21	37	32	3	13	19	29	20	15	29	67.8	67.8	67.8	72.018	652	652	42	37	89	111	5	26	42	50	41	24	63	0	0.53189	0.60631	44.76	425	0.49689	0.60274	27.747	30	0.39375	0.4227	45.426	29	0.58381	0.52509	51.823	74	0.49553	0.48945	34.289	80	0.81145	1.3644	16.377	5	0.78839	1.4213	16.388	23	1.004	1.2038	18.271	26	0.52147	0.69517	17.273	49	0.83944	0.6483	14.658	27	0.40232	0.53166	20.105	24	0.40025	0.67085	27.423	58	40.2	43.4	58.7	52.9	8.3	29.8	36	56.7	37.6	32.5	50.2	50356000000	32177000000	18179000000	4023100000	2605100000	1417900000	3700500000	2534700000	1165800000	14380000000	9411900000	4968200000	9614200000	6290900000	3323300000	9306100	5037600	4268500	449410000	256510000	192900000	4324300000	2205200000	2119100000	434030000	277030000	157000000	4490400000	2431300000	2059200000	235660000	158630000	77033000	8694800000	6000300000	2694400000
Q8UWC5	+	Q8UWC5	57	57	57		MATR3	>tr|Q8UWC5|Q8UWC5_CHICK Nuclear protein matrin 3 OS=Gallus gallus GN=MATR3 PE=2 SV=1	1	57	57	57	19	13	23	32	0	6	14	27	14	7	25	19	13	23	32	0	6	14	27	14	7	25	19	13	23	32	0	6	14	27	14	7	25	64.6	64.6	64.6	100.71	902	902	35	26	51	81		15	34	42	34	15	57	0	0.61986	0.70573	52.171	341	0.65652	0.80128	31.416	29	0.64015	0.66548	84.451	22	0.55722	0.52461	52.544	45	0.55873	0.54974	37.88	70	NA	NA	NA	0	1.4067	2.549	21.936	15	1.3698	1.6052	17.304	27	0.65117	0.85436	36.692	42	0.91399	0.71522	12.341	28	0.49151	0.63336	8.4933	15	0.44278	0.72771	27.7	48	26.8	19.5	34.1	44	0	9.4	22.1	39.9	21.7	14.7	31.3	42376000000	24557000000	17820000000	5604600000	3264200000	2340400000	3326300000	1922500000	1403800000	6061100000	3630100000	2431000000	5846700000	3550700000	2296000000	0	0	0	254740000	108370000	146370000	5879400000	2491200000	3388200000	678230000	384440000	293790000	5360100000	2739400000	2620700000	146740000	97389000	49346000	9218400000	6368300000	2850100000
Q8JFP1	+	Q8JFP1	34	29	29	Eukaryotic initiation factor 4A-II	EIF4A2	>sp|Q8JFP1|IF4A2_CHICK Eukaryotic initiation factor 4A-II OS=Gallus gallus GN=EIF4A2 PE=2 SV=1	1	34	29	29	19	21	12	17	5	19	17	18	18	14	21	16	16	10	13	4	15	14	16	16	12	19	16	16	10	13	4	15	14	16	16	12	19	70.5	64.4	64.4	46.371	407	407	50	49	28	70	10	36	49	28	57	21	77	0	0.57887	0.69213	59.725	398	0.71131	0.87264	31.075	43	0.51754	0.54617	36.106	45	0.44333	0.40548	48.428	24	0.38051	0.37897	67.122	56	0.87866	1.5546	22.611	10	0.89388	1.6073	30.356	32	1.2323	1.4572	31.075	34	0.69244	0.96564	22.536	28	0.97513	0.74559	38.712	42	0.4427	0.58255	43.82	21	0.38405	0.6444	28.931	63	54.5	51.6	29.2	45.7	11.8	44.7	45	58.2	47.7	39.8	56	1.15E+11	72628000000	42815000000	14147000000	8578400000	5568700000	16184000000	11001000000	5183900000	7727000000	5098300000	2628700000	18187000000	12065000000	6122000000	15446000	7757900	7687900	1450100000	764620000	685520000	11829000000	5186500000	6642700000	650610000	390370000	260230000	12987000000	6558900000	6428300000	264360000	179610000	84752000	32001000000	22799000000	9202600000
Q8AYC9;F1P3W2	+	Q8AYC9;F1P3W2	26;26	26;26	26;26	Serine/threonine-protein kinase Chk1	CHEK1;STT3A	>sp|Q8AYC9|CHK1_CHICK Serine/threonine-protein kinase Chk1 OS=Gallus gallus GN=CHEK1 PE=1 SV=1;>tr|F1P3W2|F1P3W2_CHICK STT3A OS=Gallus gallus GN=STT3A PE=4 SV=2	2	26	26	26	5	5	15	11	3	7	10	18	12	2	13	5	5	15	11	3	7	10	18	12	2	13	5	5	15	11	3	7	10	18	12	2	13	51.5	51.5	51.5	53.848	476	476;532	8	8	29	29	4	11	15	23	15	4	23	8.48E-217	0.54124	0.62567	66.202	150	0.71269	0.86024	155.56	6	0.66872	0.71472	25.27	7	0.31806	0.28938	29.59	27	0.43599	0.44702	14.264	23	0.88494	1.5777	20.93	4	0.97771	1.7025	17.385	11	1.2778	1.5834	14.343	13	0.57649	0.75368	22.661	23	0.78336	0.63158	18.957	12	0.49277	0.64652	7.8563	3	0.35211	0.57672	37.767	21	13.2	11.6	37	35.1	7.6	16.8	23.7	31.9	26.1	5.9	26.7	11727000000	7611600000	4115600000	853410000	396230000	457180000	581750000	334360000	247400000	3664400000	2675200000	989180000	1738400000	1212000000	526310000	3665100	1858900	1806200	163210000	82011000	81198000	1024000000	468400000	555560000	110680000	69354000	41329000	836700000	454060000	382640000	10416000	6467200	3948600	2740700000	1911700000	829070000
Q7SZI5;F1P375	+	Q7SZI5;F1P375	27;27	27;27	27;27	Raftlin	RFTN1	>sp|Q7SZI5|RFTN1_CHICK Raftlin OS=Gallus gallus GN=RFTN1 PE=2 SV=3;>tr|F1P375|F1P375_CHICK Raftlin OS=Gallus gallus GN=RFTN1 PE=4 SV=1	2	27	27	27	6	3	14	12	2	3	11	15	12	3	13	6	3	14	12	2	3	11	15	12	3	13	6	3	14	12	2	3	11	15	12	3	13	43.2	43.2	43.2	65.695	602	602;602	9	5	28	27	3	5	18	21	21	3	22	0	0.57648	0.75198	68.575	137	0.56423	0.67331	38.275	8	0.46449	0.50257	32.828	3	0.37545	0.3411	26.518	22	0.36968	0.374	23.013	24	1.7017	2.884	8.4683	3	1.5864	2.7455	10.234	5	1.5441	1.7897	29.273	15	0.77581	1.0629	23.721	21	0.90886	0.71174	21.7	12	1.0379	1.3906	17.788	3	0.53041	0.88569	20.982	21	12.8	7.6	26.1	23.6	3.3	8.1	23.8	35	20.1	8	24.4	16443000000	10311000000	6132200000	1338100000	825660000	512420000	462190000	303770000	158410000	5026000000	3631600000	1394400000	1952300000	1378100000	574170000	19328000	7265300	12063000	83815000	33071000	50744000	2473900000	1023300000	1450600000	87603000	48504000	39099000	1685500000	864330000	821160000	19604000	9409800	10195000	3295100000	2186200000	1108900000
Q6EE31	+	Q6EE31	52	3	3	T-complex protein 1 subunit theta	CCT8	>sp|Q6EE31|TCPQ_CHICK T-complex protein 1 subunit theta OS=Gallus gallus GN=CCT8 PE=1 SV=3	1	52	3	3	15	13	25	32	0	9	25	27	26	6	32	1	2	3	3	0	2	2	2	1	1	3	1	2	3	3	0	2	2	2	1	1	3	72.1	5.3	5.3	59.374	548	548	3	4	6	13		5	4	5	4	2	17	0	0.78356	0.85452	64	58	0.74598	0.94247	6.5565	3	0.45186	0.4707	28.814	4	1.1932	1.107	6.8945	6	0.89516	0.87548	12.437	12	NA	NA	NA	0	2.2136	4.1964	26.148	3	2.4732	2.8715	13.685	3	0.86768	1.1116	13.716	5	0.97095	0.75958	53.966	4	0.5192	0.67304	2.6668	2	0.37525	0.62543	75.99	16	33	29	50.4	56.9	0	17.3	51.6	52.4	53.1	17.2	59.9	3169200000	1911000000	1258200000	147640000	85892000	61744000	101860000	69009000	32850000	228050000	101650000	126400000	233240000	118910000	114330000	0	0	0	14622000	4768000	9854200	139180000	34823000	104350000	30113000	15227000	14887000	402500000	221790000	180710000	2794900	1751200	1043700	1869200000	1257200000	612000000
Q5ZMN0	+	Q5ZMN0	10	8	8	Acidic leucine-rich nuclear phosphoprotein 32 family member B	ANP32B	>sp|Q5ZMN0|AN32B_CHICK Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Gallus gallus GN=ANP32B PE=2 SV=1	1	10	8	8	3	3	8	6	4	5	6	3	6	4	5	3	2	6	5	4	3	4	3	4	3	4	3	2	6	5	4	3	4	3	4	3	4	27.9	24.8	24.8	29.943	262	262	4	6	37	19	19	7	10	7	6	6	10	9.42E-141	0.65804	0.87676	33.31	100	0.48646	0.61158	15.161	4	0.46959	0.51606	21.769	4	0.6798	0.61917	26.724	23	1.0229	0.99004	22.945	11	0.6297	1.1161	9.0107	19	0.65233	1.2053	6.6201	5	0.71671	0.87299	13.659	8	0.81505	1.0443	13.772	7	0.67543	0.47595	9.4998	4	0.7925	1.0377	21.296	6	0.53891	0.86709	10.31	9	9.5	12.6	27.9	16.8	13.7	19.8	15.6	16.4	19.8	16.8	16.8	30969000000	17984000000	12985000000	419610000	265090000	154520000	425560000	266100000	159460000	10807000000	6319600000	4487200000	3001600000	1485700000	1515900000	105390000	65017000	40371000	384930000	229090000	155840000	5382000000	2938900000	2443100000	84869000	48729000	36140000	4353300000	2551800000	1801500000	208020000	117720000	90297000	5796500000	3696100000	2100400000
Q5ZML3;F1NQW8;F1NRH9	+	Q5ZML3;F1NQW8;F1NRH9	38;23;23	38;23;23	38;23;23	Serine/arginine-rich splicing factor 1	SRSF1	>sp|Q5ZML3|SRSF1_CHICK Serine/arginine-rich splicing factor 1 OS=Gallus gallus GN=SRSF1 PE=1 SV=3;>tr|F1NQW8|F1NQW8_CHICK Serine/arginine-rich-splicing factor 1 (Fragment) OS=Gallus gallus GN=SRSF1 PE=4 SV=1;>tr|F1NRH9|F1NRH9_CHICK Serine/arginine-rich-spl	3	38	38	38	16	16	26	21	11	14	17	24	16	13	18	16	16	26	21	11	14	17	24	16	13	18	16	16	26	21	11	14	17	24	16	13	18	71.6	71.6	71.6	28.06	257	257;184;192	59	55	179	125	267	71	79	46	55	83	70	0	0.57147	0.77858	35.148	724	0.67184	0.81671	10.162	49	0.86016	0.91461	23.221	45	0.57217	0.53322	18.813	132	0.52876	0.52341	17.662	90	0.53016	0.96672	10.45	118	0.58532	1.0383	14.587	51	0.93063	1.0924	19.347	58	0.25707	0.37464	25.594	43	0.79805	0.62628	11.503	38	0.6024	0.77836	11.602	43	0.47873	0.80533	19.24	57	51.4	54.5	65.8	62.6	33.9	51.4	54.5	65	47.9	48.2	54.9	1.92E+11	1.18E+11	74770000000	35510000000	21353000000	14157000000	13446000000	7417700000	6027900000	58449000000	37105000000	21344000000	20872000000	13432000000	7440500000	1389600000	888160000	501440000	1730900000	1059300000	671680000	22157000000	11432000000	10725000000	864470000	680130000	184340000	11421000000	6363600000	5057100000	1118400000	684810000	433600000	25355000000	17127000000	8227300000
Q5ZMJ9;E1BQL2	+	Q5ZMJ9;E1BQL2	27;27	27;27	27;27	Serine/arginine repetitive matrix protein 1	SRRM1	>sp|Q5ZMJ9|SRRM1_CHICK Serine/arginine repetitive matrix protein 1 OS=Gallus gallus GN=SRRM1 PE=2 SV=1;>tr|E1BQL2|E1BQL2_CHICK Serine/arginine repetitive matrix protein 1 OS=Gallus gallus GN=SRRM1 PE=2 SV=2	2	27	27	27	9	8	18	9	0	2	10	5	6	4	16	9	8	18	9	0	2	10	5	6	4	16	9	8	18	9	0	2	10	5	6	4	16	28.2	28.2	28.2	100.8	888	888;888	15	18	55	33		3	18	8	13	5	25	0	0.46933	0.61334	57.628	157	0.46681	0.57393	36.826	14	0.69453	0.73841	25.78	13	0.32265	0.2943	32.354	42	0.67216	0.66254	24.281	28	NA	NA	NA	0	0.51096	0.87846	9.1257	3	1.0804	1.3085	26.324	10	0.3667	0.47906	26.842	8	0.83961	0.62152	23.486	10	0.52862	0.69293	12.43	5	0.41909	0.6872	47.135	24	10.7	10.6	21.3	10.9	0	2.8	14.2	8.6	10	5.6	20.6	27397000000	18045000000	9351900000	2545100000	1680200000	864910000	1284600000	744720000	539910000	9373400000	7090800000	2282700000	2755400000	1630900000	1124500000	0	0	0	9857300	5465600	4391700	2451500000	1129200000	1322300000	40809000	30227000	10582000	2463000000	1374200000	1088800000	13290000	8949300	4341000	6459700000	4350200000	2109500000
Q5ZMI0	+	Q5ZMI0	19	19	1		SRSF7	>tr|Q5ZMI0|Q5ZMI0_CHICK SRSF7 RCJMB04_1p22 OS=Gallus gallus GN=SRSF7 PE=2 SV=1	1	19	19	1	13	12	13	9	8	11	10	15	9	7	10	13	12	13	9	8	11	10	15	9	7	10	0	0	0	0	0	0	0	1	0	0	0	49.3	49.3	9.4	26.001	223	223	33	31	58	30	60	39	29	29	20	24	25	0	0.56201	0.77646	39.381	349	0.61517	0.74036	15.214	32	0.67811	0.73891	13.513	28	0.47473	0.44976	19.431	54	0.54305	0.53543	13.057	28	0.54085	0.99545	12.525	56	0.62481	1.1392	16.08	38	0.72993	0.86742	21.518	24	0.24032	0.35103	29.577	29	0.85953	0.66281	21.525	14	0.62602	0.81917	17.128	22	0.50006	0.84856	18.625	24	43	39	41.7	31.8	29.6	43	35	49.3	31.4	30	35	1.20E+11	75409000000	44469000000	13159000000	7981900000	5177300000	10482000000	6009700000	4472100000	39298000000	26189000000	13110000000	10947000000	7011200000	3935400000	1116600000	697900000	418720000	2036900000	1234200000	802630000	13804000000	7714900000	6089100000	1206300000	943340000	263000000	6681600000	3620600000	3061000000	868860000	454870000	413980000	20278000000	13552000000	6726000000
Q5ZMG9	+	Q5ZMG9	39	39	39	T-complex protein 1 subunit alpha	RCJMB04_2b5	>tr|Q5ZMG9|Q5ZMG9_CHICK T-complex protein 1 subunit alpha OS=Gallus gallus GN=TCP1 PE=2 SV=1	1	39	39	39	11	11	16	23	1	8	20	20	18	6	24	11	11	16	23	1	8	20	20	18	6	24	11	11	16	23	1	8	20	20	18	6	24	71.9	71.9	71.9	60.466	558	558	21	16	32	77	1	13	38	33	40	8	63	0	0.79152	0.8075	54.97	265	0.71686	0.83524	44.411	16	0.45986	0.48466	18.043	12	1.2251	1.1736	16.442	23	0.81139	0.79394	19.538	57	NA	NA	NA	1	1.2667	2.3998	14.707	11	2.2016	2.5331	27.804	26	0.7888	0.9785	20.745	31	0.81537	0.60089	22.041	27	0.48329	0.62695	18.269	7	0.38305	0.59439	53.849	54	24.7	26.5	38.7	48.2	2	17.2	49.8	46.1	42.8	16.8	55.9	32061000000	18051000000	14010000000	1158800000	689360000	469430000	1157800000	737640000	420190000	1793500000	752360000	1041200000	5840800000	3128000000	2712800000	403910	164750	239160	113700000	46956000	66745000	3587100000	1146200000	2440900000	99793000	54821000	44971000	4872400000	2556700000	2315800000	33302000	22630000	10673000	13403000000	8915800000	4487600000
Q5ZME1	+	Q5ZME1	42	42	41		HNRNPA2B1	>tr|Q5ZME1|Q5ZME1_CHICK HNRNPA2B1 RCJMB04_2g17 OS=Gallus gallus GN=HNRNPA2B1 PE=2 SV=1	1	42	42	41	23	19	23	21	13	19	16	30	14	16	17	23	19	23	21	13	19	16	30	14	16	17	23	18	23	21	13	19	16	30	14	16	17	82.5	82.5	82.5	36.985	349	349	72	55	104	88	38	60	44	86	41	43	58	0	0.56039	0.69021	67.291	607	0.57389	0.69441	23.831	64	0.86587	0.90974	24.861	46	0.20016	0.1841	39.611	89	0.29776	0.30047	42.652	76	0.69504	1.2571	22.992	38	0.6741	1.1843	34.924	50	0.87002	1.0154	23.743	31	0.38693	0.53901	25.964	84	0.61907	0.47456	18.842	32	0.77135	0.9972	22.518	42	0.59832	1.0015	27.085	55	62.5	55.9	59.3	64.2	40.4	59.3	48.4	67.9	45	41.8	63.3	1.37E+11	93618000000	43018000000	18814000000	11497000000	7317300000	10689000000	5656200000	5032800000	43764000000	36298000000	7466400000	17899000000	13558000000	4341200000	295740000	163970000	131770000	1171200000	679460000	491700000	11427000000	5952400000	5474200000	1567700000	1133100000	434590000	9498500000	5626600000	3872000000	445130000	243430000	201700000	21064000000	12810000000	8254100000
Q5ZMB8	+	Q5ZMB8	51	51	51		RCJMB04_2j13	>tr|Q5ZMB8|Q5ZMB8_CHICK PSMC2 RCJMB04_2j13 OS=Gallus gallus GN=PSMC2 PE=2 SV=1	1	51	51	51	10	19	29	22	1	14	20	24	19	3	23	10	19	29	22	1	14	20	24	19	3	23	10	19	29	22	1	14	20	24	19	3	23	88	88	88	48.661	433	433	14	32	57	58	7	21	36	54	34	3	57	0	0.63616	0.67495	57.603	315	0.61733	0.7626	18.338	10	0.43251	0.45466	65.631	24	0.55039	0.49926	21.503	52	0.62357	0.61962	53.573	52	1.2883	2.1417	16.577	4	1.0465	1.8089	11.562	16	1.7495	2.0937	66.45	26	0.7356	1.015	22.819	52	0.90722	0.73537	28.878	29	0.44722	0.58127	29.7	3	0.37243	0.61471	39.53	47	30.3	52.7	68.8	51.5	2.3	33.3	54.5	64.9	48	10.2	56.4	33283000000	19717000000	13566000000	702780000	423800000	278980000	2239700000	1250900000	988750000	8347500000	5232600000	3114900000	7688600000	3851400000	3837200000	1037000	420260	616700	214430000	107390000	107040000	3453700000	1872400000	1581300000	343710000	189830000	153880000	2786800000	1510400000	1276400000	11199000	7003000	4196000	7493700000	5271000000	2222700000
Q5ZM62	+	Q5ZM62	49	49	49		RCJMB04_2p22	>tr|Q5ZM62|Q5ZM62_CHICK ABCF2 RCJMB04_2p22 OS=Gallus gallus GN=ABCF2 PE=2 SV=1	1	49	49	49	23	18	26	29	1	16	21	29	21	11	23	23	18	26	29	1	16	21	29	21	11	23	23	18	26	29	1	16	21	29	21	11	23	57	57	57	71.243	623	623	42	33	69	107	1	38	37	68	40	15	55	0	0.53255	0.61904	62.347	433	0.54274	0.65275	63.239	33	0.4851	0.51835	27.106	24	0.55843	0.50998	29.963	55	0.49046	0.48161	51.536	92	NA	NA	NA	1	1.1482	2.109	45.255	32	1.708	2.0643	43.189	32	0.51336	0.68867	50.627	66	1.1046	0.84548	20.975	36	0.49832	0.63528	13.895	14	0.30992	0.50788	50.703	48	40.3	31.5	37.4	43.7	1.6	32.4	34	41.1	37.1	24.2	37.2	58799000000	35869000000	22930000000	5487300000	2545700000	2941600000	3969300000	2609800000	1359500000	9259800000	5759800000	3499900000	15749000000	11297000000	4451600000	45516	19915	25601	611580000	323150000	288430000	5943000000	2507700000	3435400000	577040000	358620000	218420000	7415800000	3344700000	4071100000	55045000	36428000	18617000	9731100000	7085300000	2645800000
Q5ZLX2	+	Q5ZLX2	40	40	40	Eukaryotic translation initiation factor 2 subunit 1	EIF2S1	>sp|Q5ZLX2|IF2A_CHICK Eukaryotic translation initiation factor 2 subunit 1 OS=Gallus gallus GN=EIF2S1 PE=2 SV=2	1	40	40	40	16	11	11	11	0	10	11	16	12	5	27	16	11	11	11	0	10	11	16	12	5	27	16	11	11	11	0	10	11	16	12	5	27	84.1	84.1	84.1	36.178	315	315	34	23	21	27		18	17	23	17	7	57	0	0.67378	0.73924	41.14	204	0.59653	0.72743	12.393	30	0.73466	0.80078	12.981	20	0.44762	0.40687	54.606	17	0.74576	0.74175	16.802	21	NA	NA	NA	0	0.84242	1.537	14.801	13	1.3575	1.5986	17.891	12	0.93655	1.239	14.292	21	0.77202	0.61744	17.464	16	0.58317	0.75649	8.6588	7	0.42602	0.70312	33.111	47	55.9	45.4	39.4	44.1	0	35.9	38.1	53.3	41.9	24.8	65.7	52601000000	33107000000	19493000000	12242000000	7537000000	4705300000	3100100000	1792400000	1307700000	2294900000	1553900000	741010000	1985300000	1145700000	839630000	0	0	0	182930000	94708000	88222000	2549400000	1109600000	1439800000	146570000	75968000	70599000	3577400000	1921200000	1656300000	55317000	34414000	20904000	26467000000	17843000000	8624100000
